,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU209,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU210,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU211,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU212,k__Bacteria,p__Cyanobacteria/Chloroplast,c__Cyanobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU213,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,g__Subdivision3_genera_incertae_sedis,Unclassified
OTU214,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU215,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,Unclassified,Unclassified,Unclassified
OTU216,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU217,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,Unclassified
OTU218,k__Bacteria,p__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU219,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU220,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,g__Parafilimonas,Unclassified
OTU221,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,Unclassified
OTU222,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Azospirillum,Unclassified
OTU223,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,Unclassified,Unclassified,g__Gp1,Unclassified
OTU224,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,Unclassified,Unclassified
OTU225,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU226,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Tumebacillus,Unclassified
OTU227,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,Unclassified,Unclassified,g__Gp16,Unclassified
OTU228,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,Unclassified,Unclassified,g__Gp16,Unclassified
OTU229,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU230,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,Unclassified
OTU231,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Cystobacteraceae,g__Anaeromyxobacter,Unclassified
OTU232,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,Unclassified,Unclassified,Unclassified
OTU233,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,Unclassified,Unclassified
OTU234,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,Unclassified,Unclassified,g__Gp1,Unclassified
OTU235,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Zavarzinella,Unclassified
OTU236,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,Unclassified,Unclassified,Unclassified
OTU237,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Uliginosibacterium,Unclassified
OTU238,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp4,Unclassified,Unclassified,g__Gp4,Unclassified
OTU239,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Dactylosporangium,Unclassified
OTU240,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Dyella,Unclassified
OTU241,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Gaiellales,f__Gaiellaceae,g__Gaiella,Unclassified
OTU242,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU243,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU244,k__Bacteria,p__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU245,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU246,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,Unclassified
OTU247,k__Bacteria,p__Armatimonadetes,Unclassified,Unclassified,Unclassified,g__Armatimonadetes_gp4,Unclassified
OTU248,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,Unclassified,Unclassified,g__Gp1,Unclassified
OTU249,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,Unclassified,Unclassified
OTU250,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU251,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Chloroflexaceae,g__Roseiflexus,Unclassified
OTU252,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Pseudonocardia,Unclassified
OTU253,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU254,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,Unclassified
OTU255,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Chloroflexaceae,g__Roseiflexus,Unclassified
OTU256,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU257,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,Unclassified,Unclassified
OTU258,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Gaiellales,f__Gaiellaceae,g__Gaiella,Unclassified
OTU259,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU260,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,Unclassified,g__Reyranella,Unclassified
OTU261,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,Unclassified
OTU262,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,Unclassified
OTU263,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,Unclassified,Unclassified
OTU264,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU265,k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,Unclassified,Unclassified,g__Spartobacteria_genera_incertae_sedis,Unclassified
OTU266,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paucimonas,Unclassified
OTU267,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Solirubrobacter,Unclassified
OTU268,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,Unclassified,Unclassified,g__Gp16,Unclassified
OTU269,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter,Unclassified
OTU270,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU271,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,g__Subdivision3_genera_incertae_sedis,Unclassified
OTU272,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU273,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,Unclassified,Unclassified
OTU274,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU275,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU276,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU277,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU278,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,Unclassified
OTU279,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,Unclassified,Unclassified
OTU280,k__Bacteria,p__Chloroflexi,c__Thermomicrobia,o__Sphaerobacterales,f__Sphaerobacteraceae,Unclassified,Unclassified
OTU281,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Labrys,Unclassified
OTU282,k__Bacteria,p__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU283,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU284,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,g__Subdivision3_genera_incertae_sedis,Unclassified
OTU285,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU286,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,g__Gp3,Unclassified
OTU287,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU288,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU289,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,Unclassified
OTU290,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU291,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__Ktedonobacter,Unclassified
OTU292,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,Unclassified
OTU293,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Gaiellales,f__Gaiellaceae,g__Gaiella,Unclassified
OTU294,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Vogesella,Unclassified
OTU295,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,Unclassified,Unclassified,Unclassified
OTU296,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Rhodococcus,Unclassified
OTU297,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU298,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU299,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp10,Unclassified,Unclassified,g__Gp10,Unclassified
OTU300,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,Unclassified
OTU301,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Actinoplanes,Unclassified
OTU302,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,g__Candidatus_Solibacter,Unclassified
OTU303,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Clostridium_sensu_stricto,Unclassified
OTU304,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU305,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU306,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU307,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU308,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Sulfuricellales,f__Sulfuricellaceae,g__Sulfuricella,Unclassified
OTU309,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU310,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU311,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU312,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU313,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,Unclassified
OTU314,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,Unclassified,Unclassified,Unclassified
OTU315,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU316,k__Bacteria,p__Chloroflexi,c__Thermomicrobia,o__Sphaerobacterales,f__Sphaerobacteraceae,Unclassified,Unclassified
OTU317,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU318,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,Unclassified,Unclassified
OTU319,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU320,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Dactylosporangium,Unclassified
OTU321,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,g__Niastella,Unclassified
OTU322,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Tetragenococcus,Unclassified
OTU323,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU324,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU325,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU326,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,Unclassified,Unclassified
OTU327,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,Unclassified,Unclassified,g__Gp16,Unclassified
OTU328,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,Unclassified,Unclassified
OTU329,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU330,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Unclassified,Unclassified,Unclassified
OTU331,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae_1,g__Cohnella,Unclassified
OTU332,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,Unclassified,Unclassified
OTU333,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Kineosporiaceae,g__Kineococcus,Unclassified
OTU334,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Meiothermus,Unclassified
OTU335,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Gaiellales,f__Gaiellaceae,g__Gaiella,Unclassified
OTU336,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU337,k__Bacteria,p__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU338,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU339,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Achromobacter,Unclassified
OTU340,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU341,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,Unclassified,Unclassified,g__Gp1,Unclassified
OTU342,k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,Unclassified,Unclassified,g__Spartobacteria_genera_incertae_sedis,Unclassified
OTU343,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,Unclassified,Unclassified,g__Gp1,Unclassified
OTU344,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,Unclassified
OTU345,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU346,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Cellulomonas,Unclassified
OTU347,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,Unclassified
OTU348,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU349,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,Unclassified
OTU350,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,Unclassified
OTU351,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU352,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinoallomurus,Unclassified
OTU353,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU354,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Kocuria,Unclassified
OTU355,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU356,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Georgfuchsia,Unclassified
OTU357,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU358,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU359,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU360,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Intrasporangiaceae,Unclassified,Unclassified
OTU361,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp4,Unclassified,Unclassified,g__Aridibacter,Unclassified
OTU362,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp7,Unclassified,Unclassified,g__Gp7,Unclassified
OTU363,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_1,g__Bacillus,Unclassified
OTU364,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU365,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU366,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU367,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU368,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU369,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU370,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,g__Terrimonas,Unclassified
OTU371,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,Unclassified
OTU372,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU373,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU374,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU375,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU376,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Zavarzinella,Unclassified
OTU377,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU378,k__Bacteria,p__BRC1,Unclassified,Unclassified,Unclassified,g__BRC1_genera_incertae_sedis,Unclassified
OTU379,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU380,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU381,k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,Unclassified,Unclassified,g__Spartobacteria_genera_incertae_sedis,Unclassified
OTU382,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU383,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,Unclassified,Unclassified
OTU384,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,g__Subdivision3_genera_incertae_sedis,Unclassified
OTU385,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Unclassified,Unclassified,Unclassified
OTU386,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU387,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU388,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Labilitrichaceae,g__Labilithrix,Unclassified
OTU389,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter,Unclassified
OTU390,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
